7.87490694418e-27	0.0	6.63854655394e-24	0.0	1.16373012349e-21	0.0	8.08709788677e-20	0.0	3.14729312909e-18	0.0	8.05798604654e-17	0.0	1.38850568222e-15	0.0	1.63188959668e-14	0.0	1.34884395092e-13	0.0	8.05975401958e-13	0.0	3.55435088971e-12	0.0	1.17499199961e-11	0.0	2.94563965229e-11	0.0	5.64726181048e-11	0.0	8.3268299099e-11	0.0	9.47408202946e-11	0.0	8.3268299099e-11	0.0	5.64726181048e-11	0.0	2.94563965229e-11	0.0	1.17499199961e-11	0.0	3.55435088971e-12	0.0	8.05975401958e-13	0.0	1.34884395092e-13	0.0	1.63188959668e-14	0.0	1.38850568222e-15	0.0	8.05798604654e-17	0.0	3.14729312909e-18	0.0	8.08709788677e-20	0.0	1.16373012349e-21	0.0	6.63854655394e-24	0.0	7.87490694418e-27	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6.63854655394e-24	0.0	5.57070917231e-21	0.0	9.6241974295e-19	0.0	6.53848924629e-17	0.0	2.49544740183e-15	0.0	6.34062465748e-14	0.0	1.09139768615e-12	0.0	1.28266741571e-11	0.0	1.06019147134e-10	0.0	6.33496685353e-10	0.0	2.79371981277e-09	0.0	9.23543712722e-09	0.0	2.31527276774e-08	0.0	4.43874778411e-08	0.0	6.54488831025e-08	0.0	7.44662847621e-08	0.0	6.54488831025e-08	0.0	4.43874778411e-08	0.0	2.31527276774e-08	0.0	9.23543712722e-09	0.0	2.79371981277e-09	0.0	6.33496685353e-10	0.0	1.06019147134e-10	0.0	1.28266741571e-11	0.0	1.09139768615e-12	0.0	6.34062465748e-14	0.0	2.49544740183e-15	0.0	6.53848924629e-17	0.0	9.6241974295e-19	0.0	5.57070917231e-21	0.0	6.63854655394e-24	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.16373012349e-21	0.0	9.6241974295e-19	0.0	1.58443954779e-16	0.0	9.92257806232e-15	0.0	3.50409680212e-13	0.0	8.61922334428e-12	0.0	1.47661849657e-10	0.0	1.73518783376e-09	0.0	1.4342132002e-08	0.0	8.56985726318e-08	0.0	3.7793058554e-07	0.0	1.24935725073e-06	0.0	3.13206919346e-06	0.0	6.00467701827e-06	0.0	8.85383498265e-06	0.0	1.00736966888e-05	0.0	8.85383498265e-06	0.0	6.00467701827e-06	0.0	3.13206919346e-06	0.0	1.24935725073e-06	0.0	3.7793058554e-07	0.0	8.56985726318e-08	0.0	1.4342132002e-08	0.0	1.73518783376e-09	0.0	1.47661849657e-10	0.0	8.61922334428e-12	0.0	3.50409680212e-13	0.0	9.92257806232e-15	0.0	1.58443954779e-16	0.0	9.6241974295e-19	0.0	1.16373012349e-21	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
8.08709788677e-20	0.0	6.53848924629e-17	0.0	9.92257806232e-15	0.0	5.26406100578e-13	0.0	1.51262422156e-11	0.0	3.34459161023e-10	0.0	5.63432526783e-09	0.0	6.61804745907e-08	0.0	5.46998599721e-07	0.0	3.26847738797e-06	0.0	1.4413974848e-05	0.0	4.76494986779e-05	0.0	0.000119454643781	0.0	0.000229013635261	0.0	0.000337678267571	0.0	0.000384202828657	0.0	0.000337678267571	0.0	0.000229013635261	0.0	0.000119454643781	0.0	4.76494986779e-05	0.0	1.4413974848e-05	0.0	3.26847738797e-06	0.0	5.46998599721e-07	0.0	6.61804745907e-08	0.0	5.63432526783e-09	0.0	3.34459161023e-10	0.0	1.51262422156e-11	0.0	5.26406100578e-13	0.0	9.92257806232e-15	0.0	6.53848924629e-17	0.0	8.08709788677e-20	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3.14729312909e-18	0.0	2.49544740183e-15	0.0	3.50409680212e-13	0.0	1.51262422156e-11	0.0	2.85590601204e-10	0.0	4.32548370863e-09	0.0	6.72467259965e-08	0.0	7.8814138058e-07	0.0	6.51337003145e-06	0.0	3.89190284526e-05	0.0	0.000171632440124	0.0	0.000567379741738	0.0	0.00142238939074	0.0	0.00272694764677	0.0	0.00402085644512	0.0	0.00457484110068	0.0	0.00402085644512	0.0	0.00272694764677	0.0	0.00142238939074	0.0	0.000567379741738	0.0	0.000171632440124	0.0	3.89190284526e-05	0.0	6.51337003145e-06	0.0	7.8814138058e-07	0.0	6.72467259965e-08	0.0	4.32548370863e-09	0.0	2.85590601204e-10	0.0	1.51262422156e-11	0.0	3.50409680212e-13	0.0	2.49544740183e-15	0.0	3.14729312909e-18	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
